"Movie Name","DateTime","Date","Day","Time","Screen","Cinema Name"
"The Mortuary Assistant: Филмът","2026-04-21T10:30:00","4/21/2026","Tuesday","10:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Споменът за него","2026-04-21T08:40:00","4/21/2026","Tuesday","8:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-21T03:30:00","4/21/2026","Tuesday","3:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-21T06:30:00","4/21/2026","Tuesday","6:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-21T09:30:00","4/21/2026","Tuesday","9:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Те ще те убият","2026-04-21T10:00:00","4/21/2026","Tuesday","10:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-21T01:40:00","4/21/2026","Tuesday","1:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-21T03:50:00","4/21/2026","Tuesday","3:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-21T05:50:00","4/21/2026","Tuesday","5:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-21T02:40:00","4/21/2026","Tuesday","2:40 PM","3D Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-21T04:50:00","4/21/2026","Tuesday","4:50 PM","3D Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Драмата","2026-04-21T04:30:00","4/21/2026","Tuesday","4:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Драмата","2026-04-21T08:50:00","4/21/2026","Tuesday","8:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-21T03:20:00","4/21/2026","Tuesday","3:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-21T06:10:00","4/21/2026","Tuesday","6:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-21T07:50:00","4/21/2026","Tuesday","7:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-21T09:50:00","4/21/2026","Tuesday","9:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-21T02:00:00","4/21/2026","Tuesday","2:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-21T04:10:00","4/21/2026","Tuesday","4:10 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-21T06:00:00","4/21/2026","Tuesday","6:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-21T08:00:00","4/21/2026","Tuesday","8:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-21T01:00:00","4/21/2026","Tuesday","1:00 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-21T02:50:00","4/21/2026","Tuesday","2:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-21T04:40:00","4/21/2026","Tuesday","4:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-21T06:40:00","4/21/2026","Tuesday","6:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-21T01:10:00","4/21/2026","Tuesday","1:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-21T02:20:00","4/21/2026","Tuesday","2:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-21T03:40:00","4/21/2026","Tuesday","3:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-21T05:00:00","4/21/2026","Tuesday","5:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-21T06:20:00","4/21/2026","Tuesday","6:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-21T07:40:00","4/21/2026","Tuesday","7:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-21T09:00:00","4/21/2026","Tuesday","9:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-21T10:20:00","4/21/2026","Tuesday","10:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Убий бил: Цялата кървава история","2026-04-21T07:00:00","4/21/2026","Tuesday","7:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-21T01:20:00","4/21/2026","Tuesday","1:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-21T05:30:00","4/21/2026","Tuesday","5:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-21T07:30:00","4/21/2026","Tuesday","7:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-21T09:40:00","4/21/2026","Tuesday","9:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-22T01:00:00","4/22/2026","Wednesday","1:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Мумията","2026-04-22T01:00:00","4/22/2026","Wednesday","1:00 PM","Зала4","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-22T01:10:00","4/22/2026","Wednesday","1:10 PM","Зала6","Cinema City - Mall Of Sofia"
"Тафити - В сърцето на пустинята","2026-04-22T01:10:00","4/22/2026","Wednesday","1:10 PM","Зала1","Cinema City - Mall Of Sofia"
"Майкъл","2026-04-22T01:50:00","4/22/2026","Wednesday","1:50 PM","IMAX","Cinema City - Mall Of Sofia"
"Мумията","2026-04-22T02:00:00","4/22/2026","Wednesday","2:00 PM","Зала5","Cinema City - Mall Of Sofia"
"Майкъл","2026-04-22T02:10:00","4/22/2026","Wednesday","2:10 PM","Зала3","Cinema City - Mall Of Sofia"
"Хопъри","2026-04-22T02:15:00","4/22/2026","Wednesday","2:15 PM","Зала2","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-22T03:00:00","4/22/2026","Wednesday","3:00 PM","Зала1","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-22T03:00:00","4/22/2026","Wednesday","3:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-22T03:10:00","4/22/2026","Wednesday","3:10 PM","Зала6","Cinema City - Mall Of Sofia"
"Мумията","2026-04-22T03:45:00","4/22/2026","Wednesday","3:45 PM","Зала4","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-22T04:00:00","4/22/2026","Wednesday","4:00 PM","Зала10","Cinema City - Mall Of Sofia"
"Аватар: Огън и пепел","2026-04-22T04:00:00","4/22/2026","Wednesday","4:00 PM","Зала9","Cinema City - Mall Of Sofia"
"Черно море","2026-04-22T04:20:00","4/22/2026","Wednesday","4:20 PM","Зала12","Cinema City - Mall Of Sofia"
"Майкъл","2026-04-22T04:30:00","4/22/2026","Wednesday","4:30 PM","IMAX","Cinema City - Mall Of Sofia"
"Хопъри","2026-04-22T04:30:00","4/22/2026","Wednesday","4:30 PM","Зала2","Cinema City - Mall Of Sofia"
"Брулени хълмове","2026-04-22T04:40:00","4/22/2026","Wednesday","4:40 PM","Зала5","Cinema City - Mall Of Sofia"
"Майкъл","2026-04-22T04:50:00","4/22/2026","Wednesday","4:50 PM","Зала3","Cinema City - Mall Of Sofia"
"Драмата","2026-04-22T04:50:00","4/22/2026","Wednesday","4:50 PM","Зала8","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-22T05:00:00","4/22/2026","Wednesday","5:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Зоотрополис 2","2026-04-22T05:10:00","4/22/2026","Wednesday","5:10 PM","Зала11","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-22T05:10:00","4/22/2026","Wednesday","5:10 PM","Зала1","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-22T05:20:00","4/22/2026","Wednesday","5:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-22T06:15:00","4/22/2026","Wednesday","6:15 PM","Зала10","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-22T06:30:00","4/22/2026","Wednesday","6:30 PM","Зала12","Cinema City - Mall Of Sofia"
"Мумията","2026-04-22T06:30:00","4/22/2026","Wednesday","6:30 PM","Зала4","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-22T06:45:00","4/22/2026","Wednesday","6:45 PM","Зала2","Cinema City - Mall Of Sofia"
"Убий Бил: Цялата кървава история","2026-04-22T07:00:00","4/22/2026","Wednesday","7:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Драмата","2026-04-22T07:10:00","4/22/2026","Wednesday","7:10 PM","Зала8","Cinema City - Mall Of Sofia"
"Доставките на Кики IMAX","2026-04-22T07:15:00","4/22/2026","Wednesday","7:15 PM","IMAX","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-22T07:20:00","4/22/2026","Wednesday","7:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-22T07:20:00","4/22/2026","Wednesday","7:20 PM","Зала1","Cinema City - Mall Of Sofia"
"Майкъл","2026-04-22T07:30:00","4/22/2026","Wednesday","7:30 PM","Зала3","Cinema City - Mall Of Sofia"
"Мумията","2026-04-22T07:30:00","4/22/2026","Wednesday","7:30 PM","Зала5","Cinema City - Mall Of Sofia"
"Балканска сватба","2026-04-22T07:30:00","4/22/2026","Wednesday","7:30 PM","Зала11","Cinema City - Mall Of Sofia"
"Аватар: Огън и пепел","2026-04-22T07:45:00","4/22/2026","Wednesday","7:45 PM","Зала9","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-22T08:30:00","4/22/2026","Wednesday","8:30 PM","Зала10","Cinema City - Mall Of Sofia"
"Черно море","2026-04-22T08:45:00","4/22/2026","Wednesday","8:45 PM","Зала2","Cinema City - Mall Of Sofia"
"Мумията","2026-04-22T09:10:00","4/22/2026","Wednesday","9:10 PM","Зала4","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-22T09:20:00","4/22/2026","Wednesday","9:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Майкъл","2026-04-22T09:30:00","4/22/2026","Wednesday","9:30 PM","IMAX","Cinema City - Mall Of Sofia"
"Драмата","2026-04-22T09:30:00","4/22/2026","Wednesday","9:30 PM","Зала8","Cinema City - Mall Of Sofia"
"Докато смъртта ни раздели 2","2026-04-22T09:30:00","4/22/2026","Wednesday","9:30 PM","Зала1","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-22T09:40:00","4/22/2026","Wednesday","9:40 PM","Зала12","Cinema City - Mall Of Sofia"
"Балканска сватба","2026-04-22T09:40:00","4/22/2026","Wednesday","9:40 PM","Зала11","Cinema City - Mall Of Sofia"
"Майкъл","2026-04-22T10:15:00","4/22/2026","Wednesday","10:15 PM","Зала3","Cinema City - Mall Of Sofia"
"Мумията","2026-04-22T10:15:00","4/22/2026","Wednesday","10:15 PM","Зала5","Cinema City - Mall Of Sofia"
"Аватар: Огън и пепел","2026-04-22T01:00:00","4/22/2026","Wednesday","1:00 PM","Зала1","Cinema City - Paradice Center"
"Мумията","2026-04-22T01:00:00","4/22/2026","Wednesday","1:00 PM","Зала10","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-22T01:10:00","4/22/2026","Wednesday","1:10 PM","Зала11","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-22T01:20:00","4/22/2026","Wednesday","1:20 PM","Зала14","Cinema City - Paradice Center"
"Майкъл","2026-04-22T01:30:00","4/22/2026","Wednesday","1:30 PM","Зала3","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-22T01:30:00","4/22/2026","Wednesday","1:30 PM","Зала12","Cinema City - Paradice Center"
"Майкъл","2026-04-22T01:40:00","4/22/2026","Wednesday","1:40 PM","Зала8","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-22T02:00:00","4/22/2026","Wednesday","2:00 PM","Зала4","Cinema City - Paradice Center"
"Мумията","2026-04-22T02:00:00","4/22/2026","Wednesday","2:00 PM","Зала7","Cinema City - Paradice Center"
"Майкъл","2026-04-22T02:10:00","4/22/2026","Wednesday","2:10 PM","Зала5","Cinema City - Paradice Center"
"Хопъри","2026-04-22T02:10:00","4/22/2026","Wednesday","2:10 PM","Зала2","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-22T02:40:00","4/22/2026","Wednesday","2:40 PM","Зала9","Cinema City - Paradice Center"
"Драмата","2026-04-22T02:40:00","4/22/2026","Wednesday","2:40 PM","Зала13","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-22T03:15:00","4/22/2026","Wednesday","3:15 PM","Зала14","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-22T03:20:00","4/22/2026","Wednesday","3:20 PM","Зала11","Cinema City - Paradice Center"
"Майкъл","2026-04-22T03:30:00","4/22/2026","Wednesday","3:30 PM","Зала6","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-22T03:30:00","4/22/2026","Wednesday","3:30 PM","Зала12","Cinema City - Paradice Center"
"Балканска сватба","2026-04-22T03:40:00","4/22/2026","Wednesday","3:40 PM","Зала10","Cinema City - Paradice Center"
"Майкъл","2026-04-22T04:20:00","4/22/2026","Wednesday","4:20 PM","Зала8","Cinema City - Paradice Center"
"Хопъри","2026-04-22T04:30:00","4/22/2026","Wednesday","4:30 PM","Зала2","Cinema City - Paradice Center"
"Мумията","2026-04-22T04:45:00","4/22/2026","Wednesday","4:45 PM","Зала7","Cinema City - Paradice Center"
"Майкъл","2026-04-22T04:50:00","4/22/2026","Wednesday","4:50 PM","Зала5","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-22T04:50:00","4/22/2026","Wednesday","4:50 PM","Зала9","Cinema City - Paradice Center"
"Драмата","2026-04-22T05:10:00","4/22/2026","Wednesday","5:10 PM","Зала13","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-22T05:15:00","4/22/2026","Wednesday","5:15 PM","Зала14","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-22T05:30:00","4/22/2026","Wednesday","5:30 PM","Зала11","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-22T05:30:00","4/22/2026","Wednesday","5:30 PM","Зала12","Cinema City - Paradice Center"
"Балканска сватба","2026-04-22T06:00:00","4/22/2026","Wednesday","6:00 PM","Зала10","Cinema City - Paradice Center"
"Майкъл","2026-04-22T06:10:00","4/22/2026","Wednesday","6:10 PM","Зала6","Cinema City - Paradice Center"
"Майкъл","2026-04-22T07:00:00","4/22/2026","Wednesday","7:00 PM","Зала8","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-22T07:10:00","4/22/2026","Wednesday","7:10 PM","Зала9","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-22T07:15:00","4/22/2026","Wednesday","7:15 PM","Зала14","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-22T07:20:00","4/22/2026","Wednesday","7:20 PM","Зала3","Cinema City - Paradice Center"
"Майкъл","2026-04-22T07:30:00","4/22/2026","Wednesday","7:30 PM","Зала5","Cinema City - Paradice Center"
"Мумията","2026-04-22T07:30:00","4/22/2026","Wednesday","7:30 PM","Зала7","Cinema City - Paradice Center"
"Драмата","2026-04-22T07:30:00","4/22/2026","Wednesday","7:30 PM","Зала13","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-22T07:40:00","4/22/2026","Wednesday","7:40 PM","Зала11","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-22T07:40:00","4/22/2026","Wednesday","7:40 PM","Зала12","Cinema City - Paradice Center"
"Убий Бил: Цялата кървава история","2026-04-22T08:00:00","4/22/2026","Wednesday","8:00 PM","Зала10","Cinema City - Paradice Center"
"Аватар: Огън и пепел","2026-04-22T08:30:00","4/22/2026","Wednesday","8:30 PM","Зала1","Cinema City - Paradice Center"
"Майкъл","2026-04-22T08:50:00","4/22/2026","Wednesday","8:50 PM","Зала6","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-22T09:00:00","4/22/2026","Wednesday","9:00 PM","Зала4","Cinema City - Paradice Center"
"Черно море","2026-04-22T09:10:00","4/22/2026","Wednesday","9:10 PM","Зала14","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-22T09:20:00","4/22/2026","Wednesday","9:20 PM","Зала9","Cinema City - Paradice Center"
"Мумията","2026-04-22T09:40:00","4/22/2026","Wednesday","9:40 PM","Зала8","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-22T09:40:00","4/22/2026","Wednesday","9:40 PM","Зала12","Cinema City - Paradice Center"
"Балканска сватба","2026-04-22T09:50:00","4/22/2026","Wednesday","9:50 PM","Зала2","Cinema City - Paradice Center"
"Докато смъртта ни раздели 2","2026-04-22T09:50:00","4/22/2026","Wednesday","9:50 PM","Зала11","Cinema City - Paradice Center"
"Драмата","2026-04-22T10:00:00","4/22/2026","Wednesday","10:00 PM","Зала13","Cinema City - Paradice Center"
"Майкъл","2026-04-22T10:15:00","4/22/2026","Wednesday","10:15 PM","Зала5","Cinema City - Paradice Center"
"Мумията","2026-04-22T10:15:00","4/22/2026","Wednesday","10:15 PM","Зала7","Cinema City - Paradice Center"
"КОКОЗАЙО И ТАЙНАТА НА МАРМОТА","2026-04-22T01:10:00","4/22/2026","Wednesday","1:10 PM","Зала 3","CineGrand - Park Center"
"МАЙКЪЛ","2026-04-22T01:40:00","4/22/2026","Wednesday","1:40 PM","Зала 4","CineGrand - Park Center"
"СУПЕР МАРИО ГАЛАКТИКА: ФИЛМЪТ 3D","2026-04-22T01:45:00","4/22/2026","Wednesday","1:45 PM","Зала 2","CineGrand - Park Center"
"БАЛКАНСКА СВАТБА","2026-04-22T02:30:00","4/22/2026","Wednesday","2:30 PM","Зала 6","CineGrand - Park Center"
"ДРАМАТА","2026-04-22T04:00:00","4/22/2026","Wednesday","4:00 PM","Зала 2","CineGrand - Park Center"
"ВАМПИРИТЕ ОТ НОРИЧ","2026-04-22T04:35:00","4/22/2026","Wednesday","4:35 PM","Зала 6","CineGrand - Park Center"
"ПРОЕКТЪТ „АВЕ МАРИЯ“","2026-04-22T07:15:00","4/22/2026","Wednesday","7:15 PM","Зала 5","CineGrand - Park Center"
"УБИЙ БИЛ: ЦЯЛАТА КЪРВАВА ИСТОРИЯ","2026-04-22T08:15:00","4/22/2026","Wednesday","8:15 PM","Зала 3","CineGrand - Park Center"
"КОКОЗАЙО И ТАЙНАТА НА МАРМОТА","2026-04-22T01:00:00","4/22/2026","Wednesday","1:00 PM","Зала 7","CineGrand - Sofia Ring Mall"
"ДРАМАТА","2026-04-22T01:15:00","4/22/2026","Wednesday","1:15 PM","Зала 4","CineGrand - Sofia Ring Mall"
"СУПЕР МАРИО ГАЛАКТИКА: ФИЛМЪТ SUB","2026-04-22T01:20:00","4/22/2026","Wednesday","1:20 PM","Зала 2","CineGrand - Sofia Ring Mall"
"МАЙКЪЛ","2026-04-22T01:30:00","4/22/2026","Wednesday","1:30 PM","Зала 8","CineGrand - Sofia Ring Mall"
"БАЛКАНСКА СВАТБА","2026-04-22T02:20:00","4/22/2026","Wednesday","2:20 PM","Зала 9","CineGrand - Sofia Ring Mall"
"УБИЙ БИЛ: ЦЯЛАТА КЪРВАВА ИСТОРИЯ","2026-04-22T02:20:00","4/22/2026","Wednesday","2:20 PM","TSAR Зала 6","CineGrand - Sofia Ring Mall"
"ВАМПИРИТЕ ОТ НОРИЧ","2026-04-22T02:30:00","4/22/2026","Wednesday","2:30 PM","Зала 1","CineGrand - Sofia Ring Mall"
"ПРОЕКТЪТ „АВЕ МАРИЯ“","2026-04-22T03:00:00","4/22/2026","Wednesday","3:00 PM","TSAR Зала 5","CineGrand - Sofia Ring Mall"
"ТАФИТИ: В СЪРЦЕТО НА ПУСТИНЯТА","2026-04-22T04:30:00","4/22/2026","Wednesday","4:30 PM","Зала 1","CineGrand - Sofia Ring Mall"
"МУМИЯТА","2026-04-22T05:00:00","4/22/2026","Wednesday","5:00 PM","Зала 9","CineGrand - Sofia Ring Mall"
"THE MORTUARY ASSISTANT: ФИЛМЪТ","2026-04-22T09:40:00","4/22/2026","Wednesday","9:40 PM","Зала 7","CineGrand - Sofia Ring Mall"
"БЕЗЛИКИТЕ: ГЛАВА ТРЕТА","2026-04-22T10:30:00","4/22/2026","Wednesday","10:30 PM","Зала 2","CineGrand - Sofia Ring Mall"
"Майкъл","2026-04-22T01:50:00","4/22/2026","Wednesday","1:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Майкъл","2026-04-22T03:00:00","4/22/2026","Wednesday","3:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Майкъл","2026-04-22T04:20:00","4/22/2026","Wednesday","4:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Майкъл","2026-04-22T05:30:00","4/22/2026","Wednesday","5:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Майкъл","2026-04-22T06:50:00","4/22/2026","Wednesday","6:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Майкъл","2026-04-22T08:00:00","4/22/2026","Wednesday","8:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Майкъл","2026-04-22T09:20:00","4/22/2026","Wednesday","9:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Майкъл","2026-04-22T10:30:00","4/22/2026","Wednesday","10:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Охранителят","2026-04-22T10:00:00","4/22/2026","Wednesday","10:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Брулени хълмове","2026-04-22T08:50:00","4/22/2026","Wednesday","8:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Брънч за начинаещи","2026-04-22T07:00:00","4/22/2026","Wednesday","7:00 PM","Digital; LUXE","Kino Arena - The Mall"
"The Mortuary Assistant: Филмът","2026-04-22T10:20:00","4/22/2026","Wednesday","10:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-22T01:30:00","4/22/2026","Wednesday","1:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-22T06:30:00","4/22/2026","Wednesday","6:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-22T09:30:00","4/22/2026","Wednesday","9:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-22T01:40:00","4/22/2026","Wednesday","1:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-22T03:50:00","4/22/2026","Wednesday","3:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-22T06:10:00","4/22/2026","Wednesday","6:10 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-22T02:45:00","4/22/2026","Wednesday","2:45 PM","3D Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-22T04:50:00","4/22/2026","Wednesday","4:50 PM","3D Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-22T03:10:00","4/22/2026","Wednesday","3:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-22T07:50:00","4/22/2026","Wednesday","7:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-22T04:30:00","4/22/2026","Wednesday","4:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-22T07:40:00","4/22/2026","Wednesday","7:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-22T09:40:00","4/22/2026","Wednesday","9:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-22T02:00:00","4/22/2026","Wednesday","2:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-22T04:00:00","4/22/2026","Wednesday","4:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-22T06:00:00","4/22/2026","Wednesday","6:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-22T08:20:00","4/22/2026","Wednesday","8:20 PM","Digital; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-22T01:15:00","4/22/2026","Wednesday","1:15 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-22T02:30:00","4/22/2026","Wednesday","2:30 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-22T04:15:00","4/22/2026","Wednesday","4:15 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-22T05:50:00","4/22/2026","Wednesday","5:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-22T01:00:00","4/22/2026","Wednesday","1:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-22T02:20:00","4/22/2026","Wednesday","2:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-22T03:40:00","4/22/2026","Wednesday","3:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-22T05:00:00","4/22/2026","Wednesday","5:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-22T06:20:00","4/22/2026","Wednesday","6:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-22T07:30:00","4/22/2026","Wednesday","7:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-22T09:00:00","4/22/2026","Wednesday","9:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-22T10:10:00","4/22/2026","Wednesday","10:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-22T01:10:00","4/22/2026","Wednesday","1:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-22T05:15:00","4/22/2026","Wednesday","5:15 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-22T07:10:00","4/22/2026","Wednesday","7:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-22T09:10:00","4/22/2026","Wednesday","9:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
